,user_id,question_id,mid,Overall DA Score,Content Adequacy,Conciseness,Fluency,sourcerer_id
15,0aAg9cMttpLPO8WuMz6v,34,3.0,85.0,5.0,5.0,5.0,7316417
3921,z9g4k002jw6NYLQEydmy,223,2.0,10.0,2.0,2.0,5.0,12283737
1970,HRDMDd5ghnbfbykA0itv,17,2.0,18.5,1.5,2.0,1.5,34425626
4150,vED1eKENkemCbW5c6DWQ,159,1.0,46.0,3.0,3.0,3.0,48102682
4636,NAQGK5Zg3Ew5N9jMNaLC,85,5.0,0.0,1.0,5.0,5.0,38221361
3662,HHWOgcVvCMlLsOQwTKlu,317,1.0,5.0,2.0,2.0,1.0,29592396
58,fskD6XlmCjKm2kMPnXl9,69,4.0,15.0,5.0,5.0,5.0,27801178
5206,bRSSJtuVhnuhG2Z7EnWz,19,0.0,81.0,3.0,4.0,3.0,37398873
3409,qXpZApZsDZvs6V1beoaB,424,3.0,47.0,3.0,5.0,5.0,21359392
5265,YysosahQfADdXTvCfgoc,416,5.0,73.0,2.0,2.0,2.0,35555543
1211,RTGqHBjTkY28r0TF7XZj,90,4.0,35.0,3.0,3.0,2.0,19220500
5880,ZAnCEHfIyt2TEHHicPRw,384,3.0,0.0,1.0,4.0,4.0,48959189
1081,4vFy2PQCPzpr3GaKtStL,250,1.0,62.0,2.0,4.0,3.0,47695186
5957,iNAHXGAMveHN2Dr8hsDI,62,2.0,28.0,3.0,3.0,2.0,257278
5566,WdquHFgaoiwJi43Ms429,327,5.0,24.0,1.0,5.0,5.0,50352127
823,yU2XWyWQ2FRZGuuYJRL3,366,3.0,4.0,1.0,5.0,3.0,18925500
347,2WDBrNfudzKioJhLy0kj,15,3.0,1.0,1.0,1.0,1.0,37567700
250,fslyVjohF4u2pSiW3MhW,244,5.0,0.0,1.0,1.0,3.0,45750631
5785,Zfu08dIuWInAu4nIUNDz,83,4.0,94.0,4.0,3.0,4.0,22624990
20,Xe9Jiclu9Wt8pFaySxXD,34,2.0,85.0,5.0,4.0,4.0,7316417
1431,5o0BzOf8tB5Nmqq0PZhq,314,2.0,25.0,2.0,3.0,3.0,19478107
2547,wsOTwqJfwvbj9rmKVjdp,353,0.0,0.0,1.0,1.0,5.0,299220
4572,WQHc0FRbllerXiXsvmsW,194,1.0,17.0,2.0,2.0,2.0,299097
2491,wsOTwqJfwvbj9rmKVjdp,413,4.0,26.0,3.0,4.0,1.0,8242041
887,VCo3HFgiyVv5UMdQt4p3,403,1.0,55.0,3.0,2.0,4.0,257638
6359,HakHb8XhGk5YsiVFZIdR,378,5.0,5.0,1.0,1.0,1.0,50996793
6132,qXpZApZsDZvs6V1beoaB,343,5.0,7.0,1.0,5.0,1.0,44731329
5003,p7DjhGUik7gMaA0POBMl,367,1.0,1.0,0.0,0.0,0.0,39939068
4219,S7h77TaGu9vO4UxJiNul,412,4.0,70.0,3.0,4.0,4.0,46795331
3829,wC1jyRbcrzooZv86gNG1,77,0.0,90.0,5.0,5.0,5.0,44732266
385,HakHb8XhGk5YsiVFZIdR,65,5.0,7.0,1.0,1.0,1.0,8938055
5975,z9g4k002jw6NYLQEydmy,370,3.0,80.0,5.0,5.0,5.0,34415375
2691,ROwE86JOiXSfcLK9rRZ5,321,2.0,100.0,5.0,5.0,4.0,39233009
957,cleAq2ioAlfn0f46Mm1C,264,2.0,100.0,5.0,5.0,5.0,38845801
1283,ENLTcnRq7pHxVGi6I80V,423,4.0,29.0,2.0,5.0,5.0,19475964
220,n4gs36NizDth5YGJW6S4,207,3.0,38.0,4.0,3.0,2.0,22407601
3602,Fq4gMagKjpN7nOzT8xUF,281,1.0,5.0,1.0,1.0,1.0,31741225
2568,BK8XqqtdVw5Yf6hPVy6K,49,3.0,68.0,4.0,4.0,4.0,12288403
5871,Yn00SUuBqT8dQE2HtuiS,384,0.0,5.0,1.0,1.0,1.0,48959189
1789,6Oma5lQu71VLc6ATavJB,335,1.0,96.0,3.0,5.0,5.0,28112243
1838,6VM1Ty0IL1RqSFyq8DBS,199,2.0,100.0,5.0,5.0,5.0,38531570
5953,aSYgVGUp3jpTQ7g2sOJk,62,4.0,80.0,5.0,5.0,4.0,257278
3110,JN2WnugRuU3JVMlJCoFk,231,1.0,72.0,4.0,3.0,3.0,22623660
2903,Dc3IPugkT5xFRKe1zL8P,70,4.0,52.0,5.0,3.0,4.0,25351434
5512,xO8hpTrET6cmtyh2yJwI,404,5.0,0.0,1.0,3.0,3.0,19662092
2713,g9xJH8sOQQhzODQkgI6f,358,0.0,86.0,5.0,5.0,4.0,37121631
1797,VEIASWam8JwJZCTh9Fpm,335,3.0,85.0,3.0,4.0,4.0,28112243
4456,Xe9Jiclu9Wt8pFaySxXD,60,3.0,70.0,5.0,4.0,4.0,47570692
2361,9cXBjGdLIeVfAxDPz15t,226,4.0,28.0,2.0,2.0,1.0,251151
4227,IdVkr1qUMzlvXabrkXjy,415,0.0,87.0,4.0,4.0,5.0,22078882
2639,ENLTcnRq7pHxVGi6I80V,270,4.0,73.0,3.0,5.0,5.0,48209632
5272,SWFJsUqiJZj2n1MIiqcH,420,0.0,57.0,4.0,5.0,3.0,19281248
2999,cleAq2ioAlfn0f46Mm1C,349,0.0,100.0,5.0,5.0,5.0,22407835
1972,HRDMDd5ghnbfbykA0itv,17,4.0,43.5,2.0,2.5,2.5,34425626
4883,tHUbYu3L0v8XX4z856S9,237,5.0,16.0,1.0,1.0,2.0,29601958
407,RJd0nGSZhsVVB4DLtIEx,182,5.0,49.0,3.0,3.0,3.0,39841857
5338,fslyVjohF4u2pSiW3MhW,431,5.0,15.0,1.0,4.0,5.0,3845774
845,3c8IvYr1u716Rb07ouQQ,433,1.0,46.0,2.0,2.0,2.0,49331162
4923,YLznrodFjw48Kluh7mlA,176,3.0,27.0,3.0,3.0,5.0,4113845
3212,cuQhqYgprMUVViT96DQm,192,1.0,25.0,2.0,3.0,3.0,36404888
816,DvGBsy3rQhoGzYCYpOyW,366,2.0,46.0,3.0,0.0,0.0,18925500
4389,hodFxC0Zh7z4CUT3x1Qq,246,2.0,80.0,5.0,4.0,4.0,370799
6319,qXpZApZsDZvs6V1beoaB,432,1.0,62.0,3.0,5.0,5.0,50996805
2704,Buwn3jCbHjCP3fdPfok4,358,3.0,97.0,5.0,5.0,5.0,37121631
100,TpUbWhIcGGRAwDJUORQk,177,5.0,15.0,2.0,4.0,5.0,35551047
1453,7NR8OQqx1QQiCScJezce,326,0.0,85.0,4.0,4.0,5.0,37563578
1441,xAYgvpZ61WfH1LSnRqWF,314,0.0,59.0,4.0,3.0,4.0,19478107
1526,61EUfStVQAOL4j72VFKE,41,1.0,90.0,4.0,4.0,5.0,19281495
3535,cleAq2ioAlfn0f46Mm1C,168,0.0,41.0,3.0,3.0,5.0,51421044
5939,Z6NroubrUkexF0pG9cSt,333,2.0,2.0,1.0,5.0,5.0,45130886
2638,ENLTcnRq7pHxVGi6I80V,270,3.0,4.0,1.0,1.0,1.0,48209632
5411,WdquHFgaoiwJi43Ms429,164,0.0,100.0,5.0,5.0,5.0,18421814
828,3c8IvYr1u716Rb07ouQQ,395,2.0,6.0,1.0,1.0,1.0,22624819
6116,eL4vT1YKMm5vlmcVWC1y,343,1.0,0.0,1.0,5.0,5.0,44731329
3274,VCo3HFgiyVv5UMdQt4p3,240,4.0,20.0,3.0,3.0,4.0,29727458
848,3c8IvYr1u716Rb07ouQQ,433,4.0,1.0,1.0,1.0,1.0,49331162
2226,jSxmcJB0CDvQJelMiQL5,53,0.0,44.0,3.0,2.0,1.0,49328152
2147,8aeVM4TTAhmAI07Y3jDW,16,5.0,60.0,3.0,4.0,3.0,3449533
5802,eZFzXOAO0rISvqH4zZzA,86,3.0,97.0,5.0,5.0,5.0,45004958
482,Ge0yEbBtGnAAVH8y2PYy,346,2.0,78.0,4.0,4.0,4.0,35235623
437,2qQfiU7dvjbxnhH3uk5V,241,5.0,1.0,0.0,0.0,0.0,43997015
1851,6VM1Ty0IL1RqSFyq8DBS,285,3.0,99.0,5.0,5.0,5.0,46582738
5714,YLznrodFjw48Kluh7mlA,251,3.0,89.0,5.0,5.0,5.0,46999723
5396,ejGyEzlaAyDROrLeN4My,426,3.0,96.0,5.0,5.0,5.0,9795832
4343,d6jWXAjuKLkRL7J6ApKn,215,3.0,11.0,1.0,4.0,4.0,16423869
3707,jvZX454cqEqzgMxuTPVr,434,4.0,76.0,4.0,4.0,4.0,4453161
3015,QTiIqEmMuWtCu6ustxKd,213,0.0,16.0,2.0,3.0,3.0,18926276
3061,qXpZApZsDZvs6V1beoaB,312,4.0,14.0,2.0,5.0,5.0,8435765
3002,cleAq2ioAlfn0f46Mm1C,349,4.0,100.0,5.0,5.0,5.0,22407835
4213,QTiIqEmMuWtCu6ustxKd,412,4.0,64.0,4.0,4.0,4.0,46795331
5141,lA4bTekYoZv3RdexYbJJ,258,1.0,63.0,4.0,2.0,5.0,10214108
5497,VL0eu9iS1J787bjluUut,404,2.0,80.0,5.0,4.0,4.0,19662092
4836,msNRLXUPiFScVUCZAgJm,190,5.0,46.0,4.0,4.0,3.0,27798040
1742,YLznrodFjw48Kluh7mlA,253,2.0,2.0,1.0,1.0,1.0,34609490
5189,yTQXTibyjIv1EG1BBAaZ,400,1.0,75.0,3.0,4.0,3.0,42954609
1823,Xe9Jiclu9Wt8pFaySxXD,21,5.0,51.0,3.0,3.0,3.0,25330877
1284,ENLTcnRq7pHxVGi6I80V,423,5.0,0.0,1.0,5.0,5.0,19475964
716,PAdexIEu1dK4KU73pzhM,47,4.0,61.0,3.0,4.0,4.0,4453618
2637,ENLTcnRq7pHxVGi6I80V,270,2.0,1.0,1.0,1.0,1.0,48209632
812,3c8IvYr1u716Rb07ouQQ,366,4.0,77.0,4.0,4.0,4.0,18925500
2398,cleAq2ioAlfn0f46Mm1C,278,1.0,0.0,1.0,3.0,5.0,13278705
4273,VHOq72nCE0glOazhgD74,200,4.0,20.0,2.0,1.0,5.0,33179338
4982,msNRLXUPiFScVUCZAgJm,336,4.0,95.0,5.0,5.0,5.0,19803053
4320,XR6ZTlW6xLUKy0nyTAe9,243,4.0,100.0,5.0,5.0,5.0,39456345
4040,yCywdtIE7TBJqxyv7f2z,373,5.0,1.0,1.0,3.0,2.0,17437438
1234,XR6ZTlW6xLUKy0nyTAe9,166,3.0,1.0,1.0,3.0,3.0,15539952
1849,6VM1Ty0IL1RqSFyq8DBS,285,1.0,99.0,5.0,5.0,5.0,46582738
637,hsLqYRkRStC0SqhXPl5d,46,3.0,30.0,3.0,5.0,3.0,26285275
3645,QTiIqEmMuWtCu6ustxKd,309,2.0,84.0,4.0,3.0,3.0,51019481
2202,TPsV90U7OvmFne2E5Blv,48,0.0,3.0,1.0,1.0,1.0,33483566
5711,YLznrodFjw48Kluh7mlA,251,0.0,4.0,1.0,1.0,1.0,46999723
1586,RTGqHBjTkY28r0TF7XZj,73,1.0,1.0,2.0,3.0,5.0,40443898
4501,Llmz8QI1EeQ2ltuHIsuM,387,0.0,56.0,5.0,4.0,3.0,22625096
4402,YysosahQfADdXTvCfgoc,298,3.0,82.0,5.0,5.0,5.0,26411832
4325,ZAnCEHfIyt2TEHHicPRw,243,3.0,37.0,1.0,2.0,4.0,39456345
5424,UoKGYb2XEeX2SBgcdojf,79,1.0,75.0,4.0,4.0,4.0,51210743
5342,n4gs36NizDth5YGJW6S4,431,3.0,62.0,4.0,5.0,5.0,3845774
2688,Buwn3jCbHjCP3fdPfok4,321,5.0,63.0,3.0,3.0,3.0,39233009
3493,OVjmOs5xeX0M8mnIdieC,247,0.0,60.0,4.0,2.0,4.0,6522465
2671,f725lCiZsiPEeyVrBbLq,318,0.0,100.0,5.0,5.0,4.0,23990514
53,0tXHezQSO4TJl4j9EJzX,69,5.0,1.0,1.0,2.0,5.0,27801178
2572,LlLmn0aqPB4anBfcxFiS,49,1.0,45.0,4.0,4.0,4.0,12288403
4197,swX4fy4gvFt67jB5jQ4X,218,0.0,80.0,5.0,5.0,3.0,13548856
5462,XFvy1ChD65gtfDauQ3eI,230,3.0,90.0,4.0,4.0,5.0,32773572
1334,5aL69R4cGufXOgFdiwDZ,234,1.0,9.0,3.0,4.0,4.0,43418757
6086,OPdwL3eFlCjEM3YC9ERY,175,0.0,85.0,5.0,4.0,5.0,22624735
2833,f725lCiZsiPEeyVrBbLq,287,0.0,26.0,2.0,3.0,4.0,43419811
2699,unLy4bVh7N8PYlTn4NHc,321,4.0,70.0,4.0,5.0,5.0,39233009
5808,Zfu08dIuWInAu4nIUNDz,95,3.0,39.0,3.0,3.0,2.0,9347576
175,WQHc0FRbllerXiXsvmsW,180,5.0,3.0,1.0,1.0,1.0,16685308
1715,6Oma5lQu71VLc6ATavJB,165,5.0,15.0,2.0,2.0,5.0,22672070
4033,wsOTwqJfwvbj9rmKVjdp,373,3.0,73.0,5.0,5.0,5.0,17437438
4430,KptsCpo0xHaCjbdVcjut,427,1.0,100.0,5.0,5.0,5.0,43420223
5246,SWFJsUqiJZj2n1MIiqcH,256,4.0,2.0,1.0,5.0,2.0,18925411
5397,ejGyEzlaAyDROrLeN4My,426,4.0,12.0,1.0,4.0,5.0,9795832
2642,KN4s0ZJu7Ftc2CYAvnW6,270,1.0,26.0,1.0,5.0,3.0,48209632
3165,cQKA2JC8BgDHjWZ1zBQB,393,2.0,30.0,2.0,5.0,5.0,7561837
2927,KptsCpo0xHaCjbdVcjut,227,4.0,100.0,5.0,5.0,5.0,19466043
6060,tHUbYu3L0v8XX4z856S9,341,4.0,23.0,3.0,3.0,3.0,43419836
3329,yTQXTibyjIv1EG1BBAaZ,307,5.0,11.0,2.0,3.0,3.0,27834553
4888,Qyp9meIsI0DfREC0v7wV,261,4.0,49.0,3.0,3.0,3.0,257546
3944,GycJtshGCA9pHa1p5hmt,364,1.0,100.0,5.0,4.0,5.0,22625715
584,xBSB6CTU85gsWM3fu1Y5,14,4.0,10.0,1.0,1.0,1.0,2644755
1376,5aL69R4cGufXOgFdiwDZ,329,1.0,35.0,4.0,4.0,4.0,46708815
5511,xO8hpTrET6cmtyh2yJwI,404,4.0,33.0,3.0,5.0,4.0,19662092
1862,zEuJqB0HHRxXpH8ibFol,285,2.0,100.0,5.0,5.0,5.0,46582738
5854,Zfu08dIuWInAu4nIUNDz,302,1.0,6.0,1.0,1.0,1.0,8979615
277,8cWMHTCDoW4pPRtgGsxl,297,0.0,50.0,4.0,4.0,2.0,51013271
2090,7WARaAOYu0WDD6E0k3RW,51,2.0,3.0,1.0,1.0,1.0,5537554
3384,E19RqYhKORUVz15YAJNT,374,2.0,3.0,1.0,1.0,5.0,29859492
4979,msNRLXUPiFScVUCZAgJm,336,0.0,73.0,5.0,5.0,5.0,19803053
4415,KptsCpo0xHaCjbdVcjut,350,4.0,100.0,5.0,5.0,5.0,1782778
4886,Qyp9meIsI0DfREC0v7wV,261,2.0,92.0,5.0,4.0,5.0,257546
4375,KptsCpo0xHaCjbdVcjut,246,0.0,95.0,3.0,5.0,5.0,370799
5887,wsOTwqJfwvbj9rmKVjdp,384,4.0,98.0,5.0,5.0,5.0,48959189
1400,SqCuzmWiDzIcnutktu2D,399,1.0,4.0,1.0,3.0,2.0,42012015
2859,DX96h8v4feTX8N8B0O6z,347,2.0,2.0,0.0,0.0,0.0,22620879
6102,q0j378LGNXs0GiVN40jW,175,4.0,1.0,2.0,4.0,2.0,22624735
48,0tXHezQSO4TJl4j9EJzX,69,0.0,23.0,4.0,3.0,4.0,27801178
4319,XR6ZTlW6xLUKy0nyTAe9,243,3.0,100.0,5.0,5.0,5.0,39456345
5394,ejGyEzlaAyDROrLeN4My,426,1.0,9.0,2.0,3.0,2.0,9795832
1301,QTiIqEmMuWtCu6ustxKd,193,4.0,26.0,2.0,2.0,1.0,19507113
1218,jSxmcJB0CDvQJelMiQL5,90,5.0,2.0,1.0,1.0,1.0,19220500
2007,kyi3OScZJOFiMzyFGaAJ,44,3.0,100.0,4.0,5.0,5.0,17361374
4307,unLy4bVh7N8PYlTn4NHc,388,3.0,50.0,4.0,4.0,5.0,48384507
3324,yTQXTibyjIv1EG1BBAaZ,307,0.0,87.0,5.0,4.0,3.0,27834553
1507,QA3ylciNtHoySYQSzLVt,0,0.0,66.0,4.0,4.0,4.0,35552046
3358,mDEmNahiITv9vuVny55d,365,0.0,5.0,1.0,1.0,1.0,43419870
4350,KheORshUwbBS6bSFgp2O,430,5.0,5.0,2.0,3.0,3.0,6508952
3993,HBg4e9Wo8yR0Cxjq7CvB,363,4.0,2.0,0.0,0.0,0.0,14466865
4249,Iiohi8pJ0qk5etpRSPmX,188,4.0,70.0,2.0,3.0,3.0,19281389
1085,4vFy2PQCPzpr3GaKtStL,250,5.0,55.0,2.0,3.0,4.0,47695186
5531,WNEB1GWADop3cbhbVKPq,76,0.0,82.0,5.0,2.0,3.0,15690668
3533,FdVsWZg1xCb2HDx4CSxA,168,4.0,0.0,0.0,0.0,0.0,51421044
4318,XR6ZTlW6xLUKy0nyTAe9,243,2.0,0.0,3.0,3.0,1.0,39456345
2131,RTGqHBjTkY28r0TF7XZj,11,1.0,2.0,1.0,1.0,1.0,15539704
337,jnV89uMqb1Mj2A1msi8U,405,4.0,100.0,5.0,5.0,5.0,44520246
2515,GycJtshGCA9pHa1p5hmt,203,4.0,5.0,1.0,3.0,3.0,18928184
2064,jnV89uMqb1Mj2A1msi8U,379,0.0,98.0,4.0,5.0,5.0,3989480
5568,fbWf4WnRVFLE1nI1EAo9,327,1.0,17.0,2.0,3.0,5.0,50352127
458,2qQfiU7dvjbxnhH3uk5V,339,2.0,94.0,3.0,4.0,5.0,5592516
1123,4vFy2PQCPzpr3GaKtStL,323,4.0,51.0,2.0,3.0,2.0,46027956
2098,Zfu08dIuWInAu4nIUNDz,51,4.0,94.0,5.0,5.0,5.0,5537554
47,3J3rAMDmdaycnd5PwWgz,32,5.0,50.0,4.0,2.0,4.0,21098918
5827,mB2V9fWWVxtImO85m0Y9,201,4.0,55.0,5.0,5.0,4.0,7956749
3402,E19RqYhKORUVz15YAJNT,424,2.0,85.0,4.0,5.0,5.0,21359392
1032,4bTUXf5wr8916W7TAmyl,296,0.0,90.0,4.0,3.0,4.0,38531378
2157,8aeVM4TTAhmAI07Y3jDW,35,3.0,72.0,3.0,2.0,2.0,46027524
180,cleAq2ioAlfn0f46Mm1C,180,5.0,0.0,1.0,3.0,5.0,16685308
5859,woP8xAoil46mHlH9HOLs,302,0.0,54.0,3.0,2.0,2.0,8979615
3067,ENLTcnRq7pHxVGi6I80V,337,4.0,36.0,3.0,4.0,4.0,45131072
889,VCo3HFgiyVv5UMdQt4p3,403,3.0,80.0,5.0,5.0,5.0,257638
5103,fslyVjohF4u2pSiW3MhW,417,5.0,50.0,2.0,5.0,5.0,47469111
6245,vuPBmi2wvNIdPX1PfVJy,8,4.0,74.0,3.0,4.0,5.0,32773661
3006,zEuJqB0HHRxXpH8ibFol,349,3.0,4.0,1.0,2.0,1.0,22407835
312,jnV89uMqb1Mj2A1msi8U,386,0.0,100.0,5.0,5.0,5.0,45046749
3211,cuQhqYgprMUVViT96DQm,192,0.0,10.0,1.0,3.0,3.0,36404888
5279,7WARaAOYu0WDD6E0k3RW,420,1.0,60.0,3.0,3.0,5.0,19281248
6330,z9g4k002jw6NYLQEydmy,432,0.0,85.0,4.0,4.0,5.0,50996805
6350,sgJ5tLeI1zBoENXF5fiW,378,2.0,30.0,3.0,3.0,3.0,50996793
3461,Y2ymiKst4jiVVfTqeBmW,422,3.0,4.0,2.0,2.0,2.0,27797092
5874,Yn00SUuBqT8dQE2HtuiS,384,3.0,4.0,1.0,1.0,1.0,48959189
2875,Dc3IPugkT5xFRKe1zL8P,7,0.0,84.0,4.0,5.0,4.0,27907911
3027,ENLTcnRq7pHxVGi6I80V,239,0.0,69.0,3.0,3.0,3.0,41799133
6177,gOKtAzP0oMuWAYEDOF3n,68,2.0,58.0,2.0,4.0,4.0,45068546
3020,QTiIqEmMuWtCu6ustxKd,213,5.0,57.0,3.0,4.0,3.0,18926276
4321,XR6ZTlW6xLUKy0nyTAe9,243,5.0,2.0,1.0,1.0,3.0,39456345
6166,gijtOxdkuIf4SgiDaHXI,64,3.0,51.0,4.0,3.0,4.0,18925873
5211,bRSSJtuVhnuhG2Z7EnWz,19,5.0,2.0,1.0,1.0,1.0,37398873
666,3J3rAMDmdaycnd5PwWgz,52,2.0,20.0,2.0,2.0,2.0,19513050
5675,xAYgvpZ61WfH1LSnRqWF,342,0.0,36.0,2.0,2.0,1.0,29726499
6046,rX6gQVpnyBkdZyqQpRF0,443,2.0,50.0,3.0,4.0,3.0,45459439
3058,qXpZApZsDZvs6V1beoaB,312,1.0,94.0,4.0,5.0,5.0,8435765
1236,XR6ZTlW6xLUKy0nyTAe9,166,5.0,2.0,1.0,3.0,3.0,15539952
5439,VEIASWam8JwJZCTh9Fpm,228,4.0,73.0,4.0,3.0,4.0,20365622
6010,xO8hpTrET6cmtyh2yJwI,357,2.0,12.0,1.0,3.0,2.0,18423879
5345,TpUbWhIcGGRAwDJUORQk,171,0.0,90.0,4.0,5.0,5.0,43654890
456,2qQfiU7dvjbxnhH3uk5V,339,0.0,94.0,3.0,4.0,5.0,5592516
4478,lcEtQQJJEqyFBpL4gpdH,212,1.0,4.0,3.0,5.0,3.0,1189609
1391,g9xJH8sOQQhzODQkgI6f,329,4.0,77.0,1.0,4.0,5.0,46708815
4083,UvzJigZbm35FoT9G2P88,42,0.0,66.0,0.0,0.0,0.0,41253243
886,VCo3HFgiyVv5UMdQt4p3,403,0.0,60.0,3.0,3.0,3.0,257638
4968,R9s1kZ3Ad0wkXysyKWIu,336,0.0,1.0,1.0,3.0,3.0,19803053
4119,HakHb8XhGk5YsiVFZIdR,375,0.0,100.0,5.0,3.0,3.0,40093089
1310,woP8xAoil46mHlH9HOLs,193,1.0,69.0,4.0,3.0,2.0,19507113
5282,7WARaAOYu0WDD6E0k3RW,420,4.0,60.0,3.0,3.0,5.0,19281248
2732,eL4vT1YKMm5vlmcVWC1y,372,1.0,4.0,1.0,3.0,4.0,20819027
2422,XFvy1ChD65gtfDauQ3eI,184,1.0,75.0,3.0,5.0,5.0,39233229
2405,9cXBjGdLIeVfAxDPz15t,377,2.0,1.0,1.0,1.0,1.0,24246268
218,n4gs36NizDth5YGJW6S4,207,0.0,59.0,4.0,4.0,4.0,22407601
530,SqCuzmWiDzIcnutktu2D,419,5.0,1.0,1.0,3.0,1.0,40943264
3896,cleAq2ioAlfn0f46Mm1C,330,1.0,100.0,5.0,5.0,5.0,6525166
890,VCo3HFgiyVv5UMdQt4p3,403,4.0,45.0,3.0,2.0,2.0,257638
829,3c8IvYr1u716Rb07ouQQ,395,3.0,91.0,4.0,4.0,4.0,22624819
1707,AsuPCbpO7wbftRH8EaZ9,380,3.0,81.0,4.0,5.0,5.0,33652952
5798,Zfu08dIuWInAu4nIUNDz,86,5.0,4.0,1.0,1.0,1.0,45004958
5983,bmrBYCnNNuEsKhIMzikX,160,5.0,5.0,2.0,5.0,5.0,22622106
4933,UvzJigZbm35FoT9G2P88,37,1.0,6.0,0.0,1.0,1.0,29852939
2570,BK8XqqtdVw5Yf6hPVy6K,49,5.0,4.0,1.0,1.0,1.0,12288403
4076,Z6NroubrUkexF0pG9cSt,408,5.0,4.0,1.0,3.0,3.0,22623106
885,3uOmCCerRqDdaUv2EKCI,403,5.0,2.0,1.0,1.0,1.0,257638
354,LlLmn0aqPB4anBfcxFiS,15,4.0,42.0,2.0,2.0,2.0,37567700
2028,7NR8OQqx1QQiCScJezce,345,0.0,20.0,3.0,2.0,1.0,43040517
546,JN2WnugRuU3JVMlJCoFk,445,2.0,47.0,2.0,1.0,2.0,29937810
1559,gmpfD6LaFAjM2cScyazH,41,4.0,20.0,1.0,3.0,3.0,19281495
2055,9lsHIqEU05S9FuSeYfje,379,3.0,80.0,5.0,5.0,5.0,3989480
3893,GsmNTCwyjPmGBpQTER7Y,330,4.0,81.0,3.0,5.0,5.0,6525166
4907,VHOq72nCE0glOazhgD74,299,5.0,0.0,1.0,1.0,5.0,29854670
3504,YvpO5sRN0Gowv42miDNX,247,5.0,1.0,1.0,1.0,1.0,6522465
5791,eZFzXOAO0rISvqH4zZzA,83,4.0,69.0,3.0,2.0,3.0,22624990
1822,Xe9Jiclu9Wt8pFaySxXD,21,4.0,51.0,2.0,2.0,2.0,25330877
4168,JN2WnugRuU3JVMlJCoFk,225,1.0,28.0,3.0,3.0,3.0,42171671
1067,4vFy2PQCPzpr3GaKtStL,211,5.0,35.0,1.0,3.0,3.0,33179801
4464,Zquktfz2TbNHikrJpUAd,60,5.0,0.0,0.0,0.0,0.0,47570692
3147,RJd0nGSZhsVVB4DLtIEx,292,2.0,55.0,3.0,3.0,3.0,44408003
3844,lA4bTekYoZv3RdexYbJJ,196,3.0,80.0,4.0,5.0,5.0,40092175
4878,Zfu08dIuWInAu4nIUNDz,237,5.0,2.0,1.0,1.0,1.0,29601958
1519,gmpfD6LaFAjM2cScyazH,0,0.0,30.0,3.0,3.0,3.0,35552046
3082,EborwT4TWEmbhWWsul97,170,2.0,90.0,4.0,4.0,3.0,23857899
2955,E0yVLdMEnSemeJrQJi3r,282,3.0,90.0,4.0,5.0,5.0,38223865
6239,gwco2bE4TEA8XLCpxsJ0,8,4.0,100.0,5.0,5.0,5.0,32773661
846,3c8IvYr1u716Rb07ouQQ,433,2.0,0.0,1.0,1.0,1.0,49331162
2374,zEuJqB0HHRxXpH8ibFol,226,5.0,2.0,1.0,1.0,2.0,251151
1828,6TSRxP0QmqGmjb2eQyns,45,4.0,90.0,5.0,4.0,4.0,250715
730,PAdexIEu1dK4KU73pzhM,74,0.0,78.0,4.0,5.0,4.0,33652901
850,5K6WZP9bRHaNYytPegd8,433,0.0,90.0,4.0,4.0,4.0,49331162
6220,AsuPCbpO7wbftRH8EaZ9,394,3.0,27.0,2.0,4.0,3.0,46026420
5445,bmrBYCnNNuEsKhIMzikX,228,4.0,20.0,2.0,5.0,4.0,20365622
4761,OVjmOs5xeX0M8mnIdieC,283,4.0,90.0,4.0,3.0,3.0,38184485
5623,sgJ5tLeI1zBoENXF5fiW,306,2.0,5.0,1.0,1.0,5.0,4503026
1929,Z6NroubrUkexF0pG9cSt,421,3.0,1.0,1.0,1.0,1.0,19516531
5106,t8Q58CA6780U32ZsMR0T,417,2.0,59.0,4.0,4.0,5.0,47469111
1423,unLy4bVh7N8PYlTn4NHc,280,0.0,70.0,4.0,5.0,4.0,44731438
5837,eZFzXOAO0rISvqH4zZzA,233,2.0,4.0,1.0,1.0,1.0,8475031
1095,zEuJqB0HHRxXpH8ibFol,250,3.0,100.0,5.0,5.0,5.0,47695186
6274,xVDCVfcLkkJ9jWDiyz2P,271,3.0,35.0,3.0,2.0,2.0,38220853
5729,q0j378LGNXs0GiVN40jW,303,0.0,89.0,5.0,2.0,3.0,46795031
5978,bmrBYCnNNuEsKhIMzikX,160,0.0,95.0,5.0,4.0,5.0,22622106
997,4bTUXf5wr8916W7TAmyl,183,1.0,90.0,5.0,5.0,5.0,5537570
4863,l7hunVblTuPcE7m9O94I,348,3.0,47.0,2.0,3.0,3.0,27800983
3904,mDEmNahiITv9vuVny55d,330,3.0,4.0,0.0,0.0,0.0,6525166
1872,RCPPNzQVyDIptmB9cqkI,361,0.0,54.0,4.0,2.0,3.0,23014692
2536,AsuPCbpO7wbftRH8EaZ9,353,1.0,82.0,4.0,5.0,3.0,299220
4269,VHOq72nCE0glOazhgD74,200,0.0,60.0,3.0,3.0,5.0,33179338
2727,XFvy1ChD65gtfDauQ3eI,372,2.0,95.0,5.0,5.0,5.0,20819027
5291,SWFJsUqiJZj2n1MIiqcH,437,1.0,13.0,2.0,4.0,2.0,19376329
